GENEID	Length
FBGN0036237	1158
FBGN0037069	522
FBTI0063942	273
FBGN0036109	565
FBGN0036335	602
FBGN0052354	3251
FBGN0262482	387
FBTI0063937	2319
FBGN0035931	1061
FBGN0004244	8994
FBGN0036177	360
FBGN0004429	615
FBTI0060386	139
FBTI0063440	257
FBGN0267348	5916
FBGN0004380	2529
FBGN0262057	2161
FBGN0086900	389
FBGN0265742	633
FBGN0028980	1657
FBGN0020294	4710
FBTI0059878	592
FBGN0265759	864
FBGN0036681	905
FBGN0035647	2369
FBGN0267219	1010
FBTI0020255	1569
FBTI0020244	1036
FBGN0035335	699
FBGN0025558	465
FBGN0263603	5291
FBGN0036571	3814
FBGN0036972	659
FBGN0035290	4674
FBGN0035240	5663
FBTI0061950	55
FBGN0087039	1055
FBGN0037207	2492
FBGN0015321	1709
FBGN0262109	5485
FBGN0085457	841
FBTI0063838	101
FBTI0063806	1688
FBTI0061362	55
FBGN0022936	1065
FBGN0263476	221
FBGN0266589	677
FBGN0035518	2631
FBTI0062185	440
FBTI0060736	195
FBTI0061554	42
FBGN0035155	1286
FBGN0037197	704
FBTR0304187_DF_NRG	21
FBGN0036194	1873
FBGN0041622	2157
FBTI0060762	210
FBGN0015919	4317
FBGN0040823	6312
FBGN0036121	690
FBGN0052201	1773
FBTI0062670	1259
FBGN0262898	828
FBTI0059780	5127
FBGN0263495	624
FBTI0060268	440
FBGN0052079	1374
FBGN0036826	892
FBGN0005536	8262
FBGN0035427	1747
FBGN0036624	4082
FBGN0036973	1853
FBGN0028500	4866
FBGN0265722	506
FBGN0265934	675
FBTI0063960	67
FBGN0004427	480
FBTI0060773	340
FBGN0035795	777
FBGN0053985	860
FBTI0063246	24
FBTI0063918	422
FBGN0058470	2990
FBTI0061767	75
FBGN0260397	3681
FBGN0035293	3115
FBGN0285951	709
FBGN0267665	21024
FBGN0035710	3725
FBGN0045823	2273
FBGN0082994	139
FBGN0004556	2209
FBGN0264567	751
FBGN0036082	1957
FBGN0035211	1941
FBGN0036302	3013
FBGN0015239	2420
FBGN0036330	1065
FBGN0265897	997
FBGN0011279	546
FBGN0250816	3182
FBGN0040636	1352
FBGN0036771	1485
FBGN0264478	347
FBTI0061010	1120
FBGN0011016	950
FBGN0265719	489
FBGN0036991	1866
FBGN0267553	1681
FBTI0060208	402
FBGN0035772	3187
FBGN0037171	5232
FBGN0040837	776
FBTI0020037	6132
FBGN0035321	2093
FBTI0020128	126
FBGN0036221	1087
FBGN0035227	4923
FBGN0052298	1205
FBGN0052273	73
FBGN0265756	494
FBGN0014163	4167
FBGN0052198	470
FBGN0262714	4324
FBGN0054025	1202
FBGN0041775	4170
FBTI0063248	315
FBGN0035593	1520
FBGN0265738	543
FBGN0086906	58996
FBGN0261799	3496
FBGN0027790	1311
FBGN0001259	3062
FBGN0086062	70
FBGN0035718	1430
FBGN0265732	982
FBGN0264553	423
FBGN0261797	14597
FBGN0266724	575
FBGN0035445	1636
FBGN0036934	4746
FBGN0036858	871
FBGN0035824	1301
FBGN0025702	6233
FBGN0036563	1149
FBTI0061955	265
FBTI0063936	568
FBGN0052128	72
FBGN0035907	954
FBTI0062702	336
FBGN0036812	1640
FBGN0036162	1846
FBGN0036987	1390
FBGN0052170	2064
FBGN0035648	1941
FBGN0016756	5636
FBGN0261933	729
FBGN0035469	543
FBGN0037107	3466
FBGN0260026	1337
FBGN0259481	5663
FBGN0263247	208
FBGN0052191	2419
FBTI0064311	528
FBTI0061555	42
FBGN0036984	2856
FBGN0036516	2154
FBTI0062543	197
FBGN0063485	4413
FBGN0035162	4329
FBGN0266977	516
FBGN0035856	489
FBGN0262789	532
FBTI0059644	368
FBGN0037115	2110
FBGN0012034	3605
FBTI0063244	66
FBTI0020149	5118
FBGN0266782	602
FBGN0267916	991
FBGN0267548	492
FBGN0035857	1733
FBGN0035568	1142
FBGN0052133	8068
FBGN0052179	1354
FBGN0267620	461
FBGN0035528	858
FBGN0052214	756
FBGN0024236	4210
FBGN0026259	4410
FBTI0062626	329
FBGN0037110	674
FBTI0060222	117
FBGN0086916	2232
FBTI0059677	143
FBTI0020058	277
FBGN0024804	2367
FBTR0472766_DF_NRG	24
FBTI0062009	30
FBTI0061009	1115
FBGN0266117	860
FBGN0267454	885
RR47928_TRANSPOSABLE_ELEMENT	591
FBGN0024150	6850
FBGN0036648	1154
FBGN0035482	2908
FBTI0020207	580
FBGN0025725	4078
FBTI0020178	7543
FBGN0027086	3899
FBGN0266649	1477
FBGN0028978	2372
FBGN0011335	1513
FBGN0035145	5513
FBGN0267247	310
FBTI0062699	1062
FBGN0035736	1004
FBGN0035557	3115
FBTI0020036	651
FBGN0267237	458
FBTI0062596	109
FBGN0036421	783
FBGN0053926	820
FBGN0035631	1123
FBGN0037165	992
FBGN0265900	390
FBGN0036144	3916
FBGN0036195	1885
FBGN0086077	81
FBGN0035543	2744
FBGN0036323	1637
FBGN0036406	652
FBGN0035785	2089
FBGN0036978	3490
FBTI0060262	362
FBGN0035577	4357
FBGN0267472	882
FBTI0061956	312
FBGN0262519	6600
FBGN0036599	624
FBGN0035141	718
FBGN0260233	4441
FBGN0001257	2667
FBGN0085289	543
FBGN0036832	992
FBGN0264469	514
FBGN0035231	1697
FBTI0059658	288
FBGN0266769	761
FBTI0020237	206
FBTI0061814	507
FBGN0035663	1078
FBGN0263602	2159
FBGN0042131	1354
FBGN0013811	12090
FBTI0063925	67
FBGN0035914	3863
FBTI0063931	140
FBGN0265741	557
FBGN0265743	839
FBGN0036476	2854
FBGN0047330	597
FBGN0035816	3209
FBGN0085287	623
FBGN0086068	78
FBGN0266124	697
FBGN0261401	1872
FBTI0020011	7369
FBGN0036762	2252
FBGN0037137	3232
FBGN0037026	2340
FBTI0063295	134
FBGN0036353	1845
FBGN0011692	3207
RR50515_TRANSPOSABLE_ELEMENT	4688
FBGN0001316	11717
FBGN0266986	718
FBGN0036448	5961
FBGN0028415	241
FBTI0060445	2701
FBGN0053971	1821
FBTI0063934	269
FBGN0052137	3223
FBGN0264272	4747
FBGN0035693	2805
FBGN0036341	1700
FBGN0262984	505
FBGN0035697	1220
FBTI0061248	64
FBGN0010408	1018
FBTI0020196	4722
FBGN0266772	346
FBGN0035434	364
FBGN0035232	2935
FBGN0036660	3145
FBGN0036893	1035
FBGN0036584	1340
FBGN0035258	1063
FBGN0004569	2822
FBTI0059922	64
FBGN0052847	730
FBGN0044028	3792
FBGN0052360	83
FBGN0265748	576
FBGN0036218	1977
FBTI0063866	59
FBGN0027055	1679
FBGN0052123	53
FBGN0261674	2403
FBGN0035152	1780
FBGN0086082	89
FBTI0061019	228
FBGN0036875	2750
FBGN0036332	2215
FBGN0266981	683
FBGN0000212	5597
FBGN0052351	2093
FBTR0304280_DF_NRG	21
FBGN0267540	621
FBGN0035997	3384
FBGN0086069	77
FBGN0035986	4406
FBGN0028379	912
FBGN0264696	193
FBTI0061044	46
FBGN0052260	1967
FBGN0267487	6069
FBGN0035113	4046
FBGN0052313	752
FBTI0060998	29
FBTR0304379_DF_NRG	23
FBGN0035823	1020
RR50446_TRANSPOSABLE_ELEMENT	7552
FBGN0036503	524
FBGN0052437	2185
FBGN0026252	3979
FBGN0035501	1956
FBGN0027547	1224
FBGN0042118	732
FBGN0259701	742
FBGN0016070	5963
FBGN0035673	1401
FBGN0036988	2033
FBTI0063330	1032
FBGN0036138	494
FBGN0036463	4268
FBGN0286893	423
FBGN0266932	671
FBTI0020129	9095
FBGN0266994	796
FBTI0059894	1023
FBGN0264748	1240
FBTI0020231	1062
FBGN0035594	686
FBGN0036876	1592
FBTI0060270	346
FBGN0036967	2121
FBGN0035143	1422
FBGN0035852	1508
FBGN0267295	310
FBGN0024177	1539
FBGN0037085	1368
FBGN0036940	1235
FBTI0061798	688
FBGN0004390	5434
FBGN0035452	1762
FBTI0061320	48
FBGN0036489	1343
FBTI0059928	216
FBGN0037204	1379
FBGN0001120	923
FBTI0063849	511
FBGN0036945	898
FBGN0035976	3743
FBTI0060982	459
FBGN0264302	1430
FBGN0264725	390
FBGN0029117	1055
FBGN0028429	1858
FBGN0036298	2202
FBGN0052483	1382
FBGN0052289	72
FBTI0062131	421
FBGN0287184	7395
FBGN0083044	141
FBTI0061537	606
FBGN0016031	4046
FBGN0035553	2603
FBGN0036366	1097
FBGN0052406	2919
FBTI0062048	17552
FBGN0036250	1908
FBGN0011361	842
FBGN0037068	2124
FBTI0020217	215
FBGN0264721	953
FBGN0035499	1459
FBGN0035980	891
FBGN0035481	7500
FBGN0036993	1199
FBTI0060959	264
FBTI0020179	482
FBGN0264569	1352
FBGN0035669	1605
FBGN0052238	2030
FBTI0063245	40
FBGN0001228	2109
FBGN0053230	1754
FBGN0053287	3434
FBGN0264310	428
FBTI0061973	46
FBGN0026061	2078
FBGN0035294	1682
FBGN0085810	1091
FBTI0020115	245
FBTI0060961	79
FBGN0052026	2382
FBGN0035323	636
FBGN0023174	1034
FBGN0035760	1008
FBGN0286567	4593
FBGN0040796	394
FBTI0063439	276
FBGN0266596	555
FBGN0266941	523
FBTI0059929	121
FBGN0035585	635
FBTI0020053	1949
FBGN0262894	324
FBGN0259203	4073
FBGN0035786	2537
FBGN0052365	2757
FBGN0036880	1838
FBGN0264472	556
FBGN0011986	82
FBGN0260388	2508
FBTI0060782	118
FBGN0263844	578
FBGN0266396	1215
FBGN0266988	201
FBGN0267321	326
FBGN0004430	492
FBGN0037128	908
FBGN0035479	607
FBTI0063027	36
FBGN0036783	699
FBTI0020171	5520
FBGN0086080	121
FBTI0020176	276
FBTI0020018	674
FBGN0044051	631
FBGN0035497	4081
FBGN0036583	2796
FBGN0036696	554
FBTI0062639	60
FBGN0052188	349
FBGN0036745	657
FBTI0061891	466
FBGN0036202	5263
FBTI0020215	175
FBGN0011706	901
FBGN0040814	513
FBGN0037036	883
FBGN0026570	1289
FBGN0266931	480
FBTI0061922	1151
FBGN0037180	483
FBGN0262854	682
FBGN0264484	223
FBTI0063848	60
FBGN0266936	306
FBGN0035179	1456
FBGN0035462	2272
FBGN0036310	2348
FBGN0004590	639
FBGN0036704	1561
FBGN0053768	528
FBGN0036423	1406
FBGN0036227	2329
FBGN0035515	1707
FBGN0263845	533
FBTI0059882	844
FBGN0264480	336
FBGN0270926	1856
RR48392_TRANSPOSABLE_ELEMENT	5485
FBGN0015025	1585
FBGN0259200	3245
FBTI0060416	424
FBGN0010786	2556
FBTI0063216	75
FBGN0260008	1613
FBGN0052396	1649
FBGN0259794	1450
FBGN0040697	1586
FBGN0010431	1092
FBTI0020007	9109
FBGN0036874	2673
FBGN0266650	425
FBGN0087035	4144
FBGN0045477	2858
FBGN0035982	864
FBGN0052359	83
FBGN0036481	2292
FBGN0287186	2105
FBGN0036532	431
FBGN0086075	88
FBGN0082944	86
FBGN0052037	1836
FBTI0060241	100
FBGN0036509	2281
FBTI0062600	76
FBGN0035727	827
FBGN0035317	5265
RR48387_TRANSPOSABLE_ELEMENT	7370
FBGN0035470	1531
FBTI0063220	43
RR48360_TRANSPOSABLE_ELEMENT	4694
FBGN0011852	72
FBGN0005775	5947
FBGN0036111	3115
FBGN0086074	78
FBGN0035358	934
FBGN0052459	1376
FBGN0263587	1175
FBGN0053796	540
FBTI0020093	9101
FBGN0266685	873
FBGN0265926	694
FBGN0262891	588
FBGN0266965	281
FBGN0035334	616
FBGN0036437	964
FBGN0000357	649
FBTI0063277	59
FBGN0264518	262
FBTR0304350_DF_NRG	26
FBGN0052228	2987
FBGN0015586	1201
FBGN0045479	1488
FBTR0309646_DF_NRG	23
FBGN0250814	1686
FBTR0309730_DF_NRG	22
FBGN0040290	5041
FBGN0266773	624
FBTI0061859	225
FBTI0020013	7666
FBTI0060224	64
FBGN0052111	5214
FBTI0060232	55
FBTI0061278	665
FBTI0060980	231
FBGN0036891	1693
FBTI0020165	7506
FBGN0016983	3386
RR48367_TRANSPOSABLE_ELEMENT	5248
FBGN0035942	3254
FBGN0026179	6940
FBGN0036487	1862
FBGN0035948	1712
RR42631_TRANSPOSABLE_ELEMENT	14049
FBTI0020142	406
FBGN0020251	5772
FBTI0020214	313
FBGN0035790	1455
FBGN0035512	890
FBTI0063947	1101
FBGN0265733	784
FBGN0085285	762
FBGN0052280	1593
FBGN0052376	876
FBTI0063275	506
FBGN0035902	990
FBTI0020169	337
FBGN0000449	1975
FBGN0036760	1288
FBGN0036402	3132
FBGN0265880	446
FBTI0063217	140
FBGN0035199	2634
FBGN0053257	993
FBGN0035792	678
FBGN0260657	5118
FBGN0262681	394
FBGN0003710	4084
FBTI0063298	33
FBGN0266786	349
FBGN0036000	1372
FBGN0085456	865
FBGN0035572	826
FBTI0060680	32
FBGN0035401	1477
FBGN0011928	72
FBGN0036199	1855
FBGN0035538	4291
FBGN0025682	1600
RR48312_TRANSPOSABLE_ELEMENT	5410
FBGN0035589	855
FBGN0005694	4007
FBGN0035213	2878
FBGN0052266	526
FBGN0028664	848
FBGN0000451	3741
FBGN0035385	4218
FBTI0062212	6041
FBGN0035542	3058
FBGN0250849	990
FBGN0052093	72
FBTI0063225	219
FBTI0061416	126
FBTI0060685	437
FBGN0266781	458
FBTR0304426_DF_NRG	23
FBGN0036750	1688
FBGN0004591	415
FBGN0036970	1440
FBGN0052205	3351
FBTI0063855	163
FBTI0062663	63
FBGN0267795	6165
FBGN0003250	1349
FBGN0040832	851
FBGN0036484	1906
FBGN0004910	3545
FBGN0037076	1853
FBGN0052362	83
FBGN0265988	11334
FBGN0052453	741
FBTI0020071	5352
FBGN0266669	3109
FBGN0036663	8414
FBGN0266956	455
FBTI0020230	1203
FBGN0260434	1409
FBGN0266971	318
FBGN0036557	1277
FBGN0003206	1620
FBGN0262689	1175
FBTI0064235	27
FBGN0037184	1506
FBTI0020096	1240
FBTR0304209_DF_NRG	22
FBGN0052121	2820
FBGN0263036	853
FBGN0036228	962
FBGN0260987	2527
FBGN0052457	621
FBGN0267308	408
FBGN0086064	84
FBGN0020641	616
RR42006_TRANSPOSABLE_ELEMENT	4733
FBGN0083978	1483
FBTI0062730	1445
FBGN0036774	825
FBGN0016694	12138
FBGN0265754	687
FBGN0259167	2418
FBGN0000358	651
FBGN0262007	1752
FBGN0003462	735
FBGN0264604	668
FBTI0060952	800
FBGN0083058	148
FBGN0036386	3002
FBGN0267224	492
FBGN0286213	613
FBGN0000551	967
FBGN0035420	7388
FBTI0060231	91
FBGN0036922	1032
FBGN0052282	323
FBGN0052249	951
FBGN0259703	1350
FBGN0262035	564
FBTI0020091	936
FBGN0286979	2820
FBTI0060759	59
FBTI0060376	177
FBGN0036274	1968
FBGN0035567	1188
FBGN0036860	1536
FBGN0037090	1827
FBGN0035612	4625
FBGN0035849	2223
FBTI0063675	46
FBGN0052448	516
FBGN0036373	2424
FBGN0036932	759
FBGN0052485	1136
FBGN0036661	1570
FBTI0060264	56
FBGN0036157	1107
FBGN0037016	2532
FBGN0019644	918
FBGN0028582	6521
FBTI0061417	75
FBGN0036899	3431
FBTI0063945	193
FBTR0309721_DF_NRG	22
FBGN0036843	2062
FBTI0063867	439
FBGN0035415	587
FBGN0035933	800
FBGN0036789	3735
FBGN0287586	3546
FBTI0020263	3467
FBGN0036900	3082
FBGN0036549	1329
FBGN0261997	408
FBGN0035198	3250
FBGN0036706	843
FBGN0261283	4056
FBGN0287423	610
FBGN0263232	7512
FBTR0472764_DF_NRG	22
FBGN0017572	2255
FBGN0035422	1382
FBGN0264470	636
FBGN0036929	1736
FBGN0262366	2001
FBGN0036690	867
FBGN0262788	416
FBGN0052129	72
FBGN0035719	2669
FBGN0003373	1109
FBGN0261565	12091
FBGN0001208	2115
FBGN0040799	388
FBGN0036490	743
FBTI0061419	190
FBGN0035159	1031
FBGN0266395	302
FBGN0037166	1882
FBGN0035888	2965
FBGN0027615	1816
FBTI0063236	77
FBGN0262719	7970
FBGN0036879	771
FBTI0061014	43
FBTI0060986	318
FBGN0259236	2618
FBGN0259164	2362
FBGN0028416	242
FBTI0061429	33
FBGN0035254	1348
FBGN0035414	1870
FBTI0061021	263
FBGN0267660	2592
RR48399_TRANSPOSABLE_ELEMENT	5146
FBTI0060756	154
FBTI0062776	271
FBGN0287615	3172
FBGN0267664	527
FBTI0062099	176
FBGN0267934	3123
FBGN0266937	4902
FBGN0036494	7624
FBGN0052248	619
FBTI0020203	7413
FBTI0020247	3595
FBTI0061815	49
FBTI0020284	2880
FBGN0045770	3014
FBGN0263486	142
FBGN0035359	1657
FBGN0036614	2559
FBTI0020266	158
FBTI0062445	489
FBTI0062629	66
FBGN0036592	736
FBGN0052462	1243
FBTI0020143	2768
FBGN0035241	5106
FBTI0062621	75
FBGN0259099	4831
FBGN0283649	1611
FBGN0263042	1453
FBGN0028504	3633
FBGN0263616	513
FBGN0267637	541
FBGN0036640	2917
FBGN0263494	467
FBTI0062556	343
FBGN0036072	1096
FBTI0060955	11330
FBTI0020073	3709
FBGN0036008	1888
RR48395_TRANSPOSABLE_ELEMENT	5277
FBGN0035999	1639
FBGN0052328	72
FBTI0061887	120
FBGN0266933	1024
FBGN0036686	3675
FBGN0035928	1380
FBGN0267556	2413
FBGN0053217	2227
FBGN0035488	2773
FBGN0036772	2917
FBGN0267462	621
FBGN0264697	312
FBGN0036730	990
FBTI0062206	8271
FBGN0036606	539
FBGN0267320	554
FBGN0266648	615
FBGN0263110	10170
FBGN0285896	3968
FBTI0062971	45
FBGN0035426	954
FBGN0036761	1853
FBGN0264468	546
FBTI0063874	86
FBGN0011640	2192
FBGN0260756	1023
FBGN0035266	2844
FBGN0052199	1692
FBGN0052318	785
FBGN0035437	4055
FBGN0037031	1806
FBGN0267618	1549
FBGN0266441	1867
RR48403_TRANSPOSABLE_ELEMENT	5395
FBGN0035508	2648
FBTI0020134	605
FBGN0035724	2379
FBTI0020120	500
FBGN0040296	1193
FBGN0053054	773
FBGN0052440	633
FBTI0020186	7506
FBTI0020157	137
FBTI0060450	372
FBTI0062605	515
FBGN0260960	2844
FBGN0261553	6697
FBGN0263131	7558
FBGN0265760	278
FBGN0026320	963
FBGN0036321	4206
FBGN0036342	1880
FBGN0052039	881
FBTI0020184	8425
FBGN0036820	696
FBGN0083121	421
FBGN0035384	926
FBGN0013997	5137
FBGN0267318	447
FBGN0035112	512
FBGN0047000	310
FBGN0265920	1350
FBTI0062182	397
FBGN0035666	833
FBGN0036641	1086
FBGN0086913	4353
FBGN0035754	941
FBGN0052392	2831
FBTI0061954	44
FBGN0052358	83
FBGN0036317	2956
FBTI0062688	1104
FBTI0060469	35
FBTI0060813	289
FBGN0035611	1227
FBTI0061447	145
FBGN0000489	3091
FBGN0265714	699
FBGN0041630	2211
FBGN0035657	1509
FBGN0004431	564
FBGN0266960	315
FBGN0037127	710
FBTI0063724	64
FBGN0035517	828
FBTI0062623	50
FBTI0060165	67
FBTI0020056	542
FBTI0063904	235
FBGN0262893	846
FBGN0035624	864
FBTI0020038	9094
FBGN0036538	969
FBTI0060652	257
FBGN0011455	888
FBTI0020211	7369
FBGN0035812	6335
FBGN0259175	5044
FBGN0266944	388
FBGN0264570	904
FBGN0001323	3909
FBTI0059942	454
FBTI0020072	7503
FBGN0036133	1891
FBGN0265704	539
FBTI0020281	525
FBGN0043577	688
FBTI0063345	8500
FBTI0020172	1067
FBGN0028380	2722
FBGN0035315	1042
FBTI0060168	255
FBGN0036461	2391
FBTR0472833_DF_NRG	22
FBGN0260755	1251
FBGN0035983	3453
FBTI0020138	346
FBGN0036684	6372
FBGN0004589	472
FBGN0036483	4382
FBGN0266946	370
FBGN0035791	1538
FBGN0011828	5955
FBTI0063912	99
FBTI0061988	532
FBGN0266958	1162
FBGN0036146	755
FBGN0052213	526
FBTI0020089	1648
FBGN0035255	922
FBGN0267662	492
FBTR0304227_DF_NRG	22
FBGN0035537	965
FBGN0003984	5239
FBTI0060234	139
FBGN0035413	541
FBGN0036796	1548
FBTI0059837	1684
FBGN0036203	4802
FBGN0267696	693
FBGN0035400	5200
FBGN0287182	8403
FBTI0020205	7395
FBGN0023095	4841
FBGN0035193	1187
RR51048_TRANSPOSABLE_ELEMENT	4617
FBTI0020271	685
FBGN0036848	1233
FBGN0267221	370
FBGN0267451	743
FBGN0037038	913
FBGN0054031	740
FBTI0061221	77
FBGN0022935	3233
FBGN0036836	2419
FBGN0036436	1657
FBTI0060995	165
FBGN0267603	729
FBGN0263471	125
FBTI0061016	535
FBGN0002775	1970
FBGN0052107	3956
FBTI0059950	259
FBGN0267960	654
FBTI0060778	184
FBGN0267849	1610
FBGN0259973	233
FBGN0267231	263
FBGN0036441	694
FBTI0062705	1282
FBGN0037074	4645
FBGN0263326	488
FBGN0262623	260
FBGN0053767	567
FBGN0036411	2335
FBGN0036567	1533
FBGN0035694	494
FBGN0052379	1238
FBGN0262351	743
FBGN0283472	4885
FBGN0264709	952
FBGN0036873	507
FBTI0061358	141
FBGN0026630	2377
FBGN0035343	885
FBGN0036016	1026
FBGN0266588	494
FBGN0035870	1584
FBTI0020227	7322
FBTI0060783	91
FBGN0021768	1622
FBGN0085291	1130
FBGN0086660	137
FBGN0266692	583
FBGN0015585	401
FBGN0040487	627
FBGN0052243	1639
FBTI0064245	34
FBTI0063200	515
FBGN0026738	1234
FBTI0061976	414
FBGN0035265	2200
FBGN0035318	1578
FBGN0036416	1079
FBGN0267605	388
FBGN0035876	1051
FBGN0036925	1917
FBGN0261530	2599
FBGN0036550	1004
FBGN0263607	2517
FBGN0036131	498
FBGN0287614	18196
FBGN0053504	71
FBGN0266962	928
FBGN0262269	97
FBGN0267235	435
FBGN0013751	2104
FBGN0035435	1103
FBGN0036427	1241
FBGN0035458	1381
FBGN0035771	2944
FBTI0061888	325
FBGN0260459	1101
FBTI0020276	2509
FBGN0261562	2889
FBGN0036908	1221
FBTI0061819	285
FBTI0062593	106
FBGN0035996	1028
FBGN0035800	2391
FBGN0036145	668
FBGN0015033	1591
FBGN0267936	7290
FBGN0086915	1065
FBGN0035970	1499
FBTI0059856	5025
FBTI0020261	1729
FBGN0035811	1461
FBGN0052255	1446
FBTI0063290	214
FBTI0020057	126
FBGN0010741	993
FBTI0061560	379
FBGN0052246	1767
FBGN0266452	3026
FBGN0052302	1079
FBGN0261872	3831
FBGN0036083	2295
FBGN0052066	2555
FBTI0061025	162
FBTI0059955	86
FBGN0035975	2097
FBTI0060216	90
FBGN0052023	525
FBGN0026197	1077
FBGN0259224	5974
FBTI0063361	59
FBTI0060238	38
FBGN0035813	4388
FBTI0060649	337
FBGN0035253	6510
FBTI0061247	94
FBGN0037009	787
FBGN0085273	829
FBGN0266654	1034
FBTI0020174	7012
FBTI0020210	7608
FBTI0061338	168
FBGN0035690	3034
FBGN0266684	1043
FBGN0260859	1125
FBTI0061559	107
FBGN0035239	5663
FBGN0005386	7615
FBGN0265898	673
FBGN0067864	3294
FBGN0037046	587
FBTR0309689_DF_NRG	22
FBGN0036053	3685
FBGN0045759	2412
FBGN0260393	1136
FBGN0052445	1352
FBGN0035246	2587
FBGN0036498	1414
FBTI0061800	1938
FBGN0035192	2974
FBTI0062483	315
FBTI0063227	68
FBGN0015359	1284
FBGN0036652	2187
FBGN0036486	4080
FBGN0036466	660
FBGN0036117	1594
FBGN0262622	960
FBGN0036514	2515
FBGN0053260	902
FBGN0265451	1504
FBTI0020088	1734
FBGN0035988	1455
FBTI0020260	7500
FBGN0264473	538
FBGN0036039	2379
FBGN0286833	762
FBTI0060683	324
FBTI0059957	170
FBTI0060675	436
FBGN0040291	506
FBGN0028427	2220
FBGN0053689	537
FBGN0086694	3993
FBGN0267794	1921
FBTI0063962	1222
FBTI0061337	395
FBGN0036208	1431
FBGN0052058	1722
FBGN0052428	2299
FBGN0266675	316
FBGN0036236	1075
FBGN0037099	2439
FBGN0267617	672
FBGN0261454	147
FBTI0060089	178
FBTI0020275	3666
FBGN0036764	2296
FBTI0020077	2760
FBGN0262530	450
FBGN0262461	84
FBGN0035262	2538
FBGN0037114	463
FBTI0063722	40
FBGN0004623	1466
FBTI0020262	158
FBGN0036102	1161
FBTI0062696	3138
FBGN0035770	2626
FBGN0036396	1352
FBGN0054057	1276
FBTI0020198	271
FBGN0036393	565
FBTI0060398	226
FBGN0035831	846
FBGN0010235	2065
FBGN0002466	6084
FBGN0036156	984
FBGN0036579	1862
FBGN0036254	2745
FBTI0059665	8160
FBGN0036161	1136
FBGN0035776	1950
FBGN0036018	2926
FBGN0036305	2518
FBTI0063342	68
FBGN0250911	5111
FBGN0266961	654
FBGN0035344	1817
FBGN0035677	4489
FBGN0052194	1679
FBGN0266955	676
FBGN0036348	4995
FBTI0020190	6450
FBGN0015766	2902
FBTI0061220	62
FBTI0063292	202
FBGN0035762	2394
FBTI0020079	178
FBGN0000045	1619
FBGN0035428	1444
FBGN0024887	1453
FBGN0027085	3020
FBGN0035332	2130
FBGN0266978	802
FBGN0035475	1874
FBTI0062028	68
FBGN0263930	4483
FBGN0035598	2101
FBTI0060700	52
FBTR0472763_DF_NRG	22
FBGN0004880	9075
FBGN0020637	543
FBTI0062516	777
FBTR0472768_DF_NRG	23
FBGN0036799	3428
FBGN0003041	5781
FBGN0052141	913
FBGN0035206	1550
FBGN0035173	4723
FBTI0062065	3997
FBGN0037153	8353
FBGN0267607	389
FBTI0020162	432
FBGN0052055	1605
FBGN0036501	1191
FBGN0036712	2367
FBGN0052161	774
FBGN0267580	2009
FBGN0036193	1064
FBGN0267457	1459
FBGN0261506	503
FBGN0001254	1708
FBGN0036679	623
FBGN0036964	903
FBGN0035995	2120
FBGN0052056	2406
FBTI0020242	408
FBGN0035423	681
FBTI0062501	343
FBTI0061990	2337
FBTI0063074	59
FBTI0062594	123
FBGN0035521	710
FBGN0036665	2013
FBGN0035106	11796
FBTI0063964	674
FBGN0035952	986
FBTI0060230	323
FBGN0261952	523
FBGN0263478	141
FBGN0265933	323
FBTI0020046	2305
FBGN0000121	1547
FBGN0035691	2247
RR51093_TRANSPOSABLE_ELEMENT	5249
FBTI0061412	177
FBGN0013753	1242
FBGN0264717	506
FBGN0036888	2384
FBGN0036319	3363
FBGN0036805	1096
FBGN0052272	73
FBGN0036118	645
FBGN0265959	5299
FBGN0052022	938
FBGN0003388	3016
FBGN0036618	809
FBGN0052072	937
FBGN0052081	1566
FBGN0037015	2753
FBTI0063970	145
FBGN0053057	3110
FBGN0046301	1594
FBGN0036271	1894
FBGN0287590	1651
FBGN0267644	978
FBGN0035168	6441
FBGN0267667	6677
FBGN0036096	1555
FBGN0035703	2170
FBGN0036716	2504
FBGN0035282	1900
FBGN0036346	1389
FBTI0059885	7841
FBTI0062030	573
FBTI0060702	145
FBGN0036811	713
FBTI0020021	5146
FBGN0052383	915
FBTI0062668	522
FBGN0036591	694
FBTI0060977	568
FBGN0036191	3830
FBGN0004167	14454
FBTI0062534	3372
FBGN0036747	5243
FBGN0036844	4736
FBGN0267715	472
FBGN0003943	3138
FBGN0036010	1755
FBGN0036936	1397
FBGN0053777	519
FBGN0036324	1427
FBGN0035281	1134
FBTI0059667	4413
FBGN0263461	226
FBGN0036801	5204
FBGN0266683	547
FBGN0036036	1073
FBGN0029152	2884
FBTI0020173	1356
FBGN0036024	901
FBGN0266384	704
FBTI0060471	1858
FBGN0052219	997
FBGN0036354	1641
FBTI0063869	383
FBGN0005640	6544
FBGN0266591	438
FBTI0061548	427
FBGN0035272	909
FBGN0002283	1404
FBGN0035131	2133
FBGN0047334	540
FBGN0267297	280
FBGN0263776	3292
FBTI0061994	258
FBGN0028399	1767
FBTI0061958	975
FBGN0262531	1193
FBGN0267218	858
FBGN0027111	1997
FBGN0037060	3270
FBGN0004401	2792
FBTI0020110	1790
RR48376_TRANSPOSABLE_ELEMENT	7654
FBTI0061073	458
FBTI0020112	7670
FBGN0035735	540
FBGN0052196	826
